700 400.533
700.035001 404.392
700.070004 391.023
700.105008 389.689
700.140014 486.952
700.175022 404.404
700.210032 404.386
700.245043 403.655
700.280056 453.435
700.315071 402.127
700.350088 401.725
700.385106 429.19
700.420126 444.44
700.455148 400.394
700.490172 401.799
700.525197 402.361
700.560224 403.943
700.595253 1580.38
700.630284 395.553
700.665316 385.253
700.70035 393.501
700.735386 444.264
700.770424 400.909
700.805463 399.878
700.840504 402.646
700.875547 402.807
700.910592 404.051
700.945638 404.455
700.980686 404.833
701.015736 403.564
701.050788 406.201
701.085841 405.879
701.120896 403.63
701.155953 404.104
701.191012 400.877
701.226073 405.26
701.261135 403.169
701.296199 441.945
701.331264 1394.37
701.366332 1425.04
701.401401 405.649
701.436472 404.485
701.471545 403.569
701.506619 402.003
701.541695 400.111
701.576773 398.152
701.611853 397.523
701.646934 396.691
701.682018 395.332
701.717103 392.748
701.752189 395.719
701.787278 389.588
701.822368 385.097
701.85746 384.105
701.892554 399.521
701.927649 396.316
701.962747 399.249
701.997846 399.637
702.032946 400.51
702.068049 399.754
702.103153 401.377
702.138259 398.557
702.173367 403.852
702.208477 403.624
702.243588 403.055
702.278701 401.983
702.313816 404.194
702.348932 402.431
702.384051 403.277
702.419171 402.334
702.454293 398.144
702.489416 401.504
702.524541 393.451
702.559669 387.852
702.594797 401.051
702.629928 400.746
702.66506 397.683
702.700195 399.844
702.73533 400.448
702.770468 400.356
702.805607 400.542
702.840749 396.769
702.875892 393.665
702.911036 398.705
702.946183 381.996
702.981331 396.65
703.016481 404.679
703.051632 405.642
703.086786 404.116
703.121941 404.64
703.157098 505.172
703.192257 405.411
703.227417 405.84
703.26258 404.862
703.297744 406.254
703.332909 406.161
703.368077 405.941
703.403246 406.034
703.438417 406.066
703.47359 406.531
703.508765 406.714
703.543941 406.957
703.579119 407.268
703.614299 407.319
703.64948 407.147
703.684664 406.362
703.719849 405.339
703.755036 404.502
703.790224 403.106
703.825415 402.652
703.860607 402.177
703.895801 399.774
703.930997 393.776
703.966194 396.305
704.001393 403.915
704.036594 404.467
704.071797 404.375
704.107001 402.599
704.142207 400.506
704.177415 385.623
704.212625 404.227
704.247837 404.904
704.28305 405.92
704.318265 794.571
704.353482 773.181
704.3887 405.891
704.423921 408.084
704.459143 408.654
704.494367 408.861
704.529592 408.243
704.56482 407.867
704.600049 408.682
704.63528 407.397
704.670512 408.156
704.705747 457.41
704.740983 457.655
704.776221 408.835
704.81146 509.152
704.846702 459.952
704.881945 577.974
704.91719 407.78
704.952437 408.632
704.987685 1084.54
705.022936 930.407
705.058188 409.506
705.093441 520.642
705.128697 408.603
705.163954 554.962
705.199213 408.208
705.234474 405.048
705.269737 517.166
705.305001 404.302
705.340267 560.889
705.375535 405.549
705.410805 422.612
705.446076 500.117
705.481349 396.615
705.516624 415.188
705.551901 524.717
705.58718 403.362
705.62246 492.326
705.657742 401.234
705.693026 403.128
705.728311 403.631
705.763598 486.4
705.798888 403.867
705.834178 403.308
705.869471 433.263
705.904765 396.806
705.940061 403.22
705.975359 403.182
706.010659 399.982
706.04596 401.932
706.081264 402.85
706.116568 403.751
706.151875 468.42
706.187184 404.347
706.222494 402.931
706.257806 504.874
706.29312 404.796
706.328435 403.455
706.363753 402.914
706.399072 405.335
706.434392 484.963
706.469715 505.215
706.505039 406.235
706.540366 402.217
706.575693 555.604
706.611023 406.867
706.646355 404.847
706.681688 404.545
706.717023 404.553
706.752359 396.425
706.787698 553.103
706.823038 400.086
706.85838 399.848
706.893724 592.667
706.92907 400.121
706.964417 481.813
