700 0
700.035001 0
700.070004 0
700.105008 0
700.140014 83.1414
700.175022 0
700.210032 0
700.245043 0
700.280056 51.4556
700.315071 0
700.350088 0
700.385106 28.9706
700.420126 46.1885
700.455148 0
700.490172 0
700.525197 0
700.560224 1.10219
700.595253 1177.66
700.630284 0
700.665316 0
700.70035 0
700.735386 45.8688
700.770424 0
700.805463 0
700.840504 0
700.875547 0
700.910592 0
700.945638 0
700.980686 0
701.015736 0
701.050788 0
701.085841 0
701.120896 0
701.155953 0
701.191012 0
701.226073 0
701.261135 0
701.296199 41.7156
701.331264 1000.75
701.366332 1019.43
701.401401 0
701.436472 0
701.471545 0
701.506619 0
701.541695 0
701.576773 0
701.611853 0
701.646934 0
701.682018 0
701.717103 0
701.752189 0
701.787278 0
701.822368 0
701.85746 0
701.892554 0
701.927649 0
701.962747 0
701.997846 0
702.032946 0
702.068049 0
702.103153 0
702.138259 0
702.173367 0
702.208477 0
702.243588 0
702.278701 0
702.313816 0
702.348932 0
702.384051 0
702.419171 0
702.454293 0
702.489416 0
702.524541 0
702.559669 0
702.594797 0
702.629928 0
702.66506 0
702.700195 0
702.73533 0
702.770468 0
702.805607 0
702.840749 0
702.875892 0
702.911036 0
702.946183 0
702.981331 0
703.016481 0
703.051632 0
703.086786 0
703.121941 0
703.157098 99.9911
703.192257 0
703.227417 0
703.26258 0
703.297744 0
703.332909 0
703.368077 0
703.403246 0
703.438417 0
703.47359 0
703.508765 0
703.543941 0
703.579119 0
703.614299 0
703.64948 0
703.684664 0
703.719849 0
703.755036 0
703.790224 0
703.825415 0
703.860607 0
703.895801 0
703.930997 0
703.966194 0
704.001393 0
704.036594 0
704.071797 0
704.107001 0
704.142207 0
704.177415 0
704.212625 0
704.247837 0
704.28305 0
704.318265 388.136
704.353482 368.103
704.3887 0
704.423921 0
704.459143 0
704.494367 0
704.529592 0
704.56482 0
704.600049 0
704.63528 0
704.670512 0
704.705747 48.7736
704.740983 48.7772
704.776221 0
704.81146 100.426
704.846702 51.6317
704.881945 174.092
704.91719 0
704.952437 0
704.987685 675.665
705.022936 521.622
705.058188 0
705.093441 111.76
705.128697 0
705.163954 146.244
705.199213 0
705.234474 0.0152707
705.269737 119.963
705.305001 0
705.340267 154.641
705.375535 0
705.410805 17.5255
705.446076 101.843
705.481349 0
705.516624 10.6378
705.551901 121.161
705.58718 0
705.62246 88.8382
705.657742 0
705.693026 0
705.728311 0
705.763598 83.0429
705.798888 0
705.834178 0
705.869471 31.4755
705.904765 0
705.940061 0
705.975359 0
706.010659 0
706.04596 0
706.081264 0
706.116568 0
706.151875 65.2683
706.187184 0
706.222494 0
706.257806 102.928
706.29312 0
706.328435 0
706.363753 0
706.399072 0
706.434392 79.5265
706.469715 100.108
706.505039 0
706.540366 0
706.575693 148.736
706.611023 0
706.646355 0
706.681688 0
706.717023 0
706.752359 0
706.787698 151.568
706.823038 0
706.85838 0
706.893724 193.908
706.92907 0
706.964417 82.361
706.999766 0
707.035117 0
707.07047 0
707.105824 0
707.14118 168.736
707.176538 0
707.211898 0
707.247259 204.114
707.282623 0
707.317988 0
707.353354 0
707.388723 0
707.424093 0
707.459465 0
707.494839 0
707.530215 155.647
707.565592 0
707.600971 0
707.636352 182.63
707.671735 0
707.707119 0
707.742506 0
707.777894 0
707.813284 0
707.848675 0
707.884068 0
707.919463 0
707.95486 125.387
707.990259 0
708.025659 0
708.061062 156.953
708.096465 0
708.131871 0
708.167279 0
708.202688 0
708.238099 0
708.273512 0
708.308926 0
708.344343 0
708.379761 0
708.415181 221.52
708.450602 345.029
708.486026 99.9103
708.521451 0
708.556878 0
708.592306 0
708.627737 0
708.663169 0
708.698603 0
708.734039 0
708.769477 28.6488
708.804916 0
708.840357 0
708.8758 74.1861
708.911245 0
708.946691 0
708.982139 79.8447
709.017589 334.216
709.053041 0
709.088495 348.671
709.12395 31.3697
709.159407 0
709.194866 57.0284
709.230327 76.9963
709.265789 0
709.301253 0
709.336719 31.3129
709.372187 76.9892
709.407656 0
709.443128 14.2557
709.478601 59.868
709.514076 0
709.549552 0
709.58503 0
709.620511 0
709.655993 0
709.691476 0
709.726962 0
709.762449 0
709.797938 0
709.833429 0
709.868921 0
709.904416 34.1727
709.939912 0
709.97541 0
710.010909 22.7201
710.046411 0
710.081914 0
710.117419 0
710.152926 0
710.188434 0
710.223944 34.1253
710.259457 0
710.29497 0
710.330486 36.9824
710.366003 0
710.401523 0
710.437044 0
710.472566 0
710.508091 0
710.543617 39.6198
710.579145 0.184131
710.614675 0
710.650207 36.9968
710.68574 0.00209654
710.721275 0
710.756812 0
710.792351 0
710.827891 0
710.863434 0
710.898978 0
710.934524 48.3523
710.970071 0
711.005621 0
711.041172 54.0486
711.076725 0
711.112279 0
711.147836 0
711.183394 0
711.218954 0
711.254516 0
711.29008 0
711.325645 0
711.361212 0
711.396781 47.955
711.432352 0
711.467925 0
711.503499 28.4306
711.539075 0
711.574653 0
711.610232 0
711.645814 0
711.681397 0
711.716982 0
711.752569 0
711.788157 0
711.823747 0
711.85934 39.7779
711.894933 0
711.930529 0
711.966126 28.4054
712.001726 0
712.037327 0
712.072929 0
712.108534 0
712.14414 0
712.179748 0
712.215358 0
712.25097 0
712.286583 0
712.322199 0
712.357816 0
712.393434 19.8737
712.429055 0
712.464677 0
712.500301 28.3822
712.535927 0
712.571555 0
712.607184 0
712.642816 0
712.678449 0
712.714083 0
712.74972 0
712.785358 0
712.820999 0
712.856641 0
712.892284 56.4181
712.92793 191.816
712.963577 166.183
712.999226 44.8382
713.034877 0
713.07053 19.8396
713.106184 0
713.14184 78.9209
713.177498 0
713.213158 0
713.24882 0
713.284483 0
713.320148 45.08
713.355815 0
713.391484 0
713.427154 0
713.462826 284.674
713.4985 0
713.534176 222.657
713.569854 0
713.605533 0
713.641214 0
713.676897 0
713.712582 0
713.748268 0
713.783957 0
713.819647 0
713.855339 0
713.891032 0
713.926728 0
713.962425 0
713.998124 0
714.033825 0
714.069527 0
714.105232 0
714.140938 0
714.176646 0
714.212356 0
714.248067 0
714.28378 0
714.319496 42.2589
714.355212 53.7968
